lora_te1_text_model_encoder_layers_0_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_0_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_0_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_0_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_0_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_0_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_10_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_10_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_10_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_10_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_10_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_10_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_11_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_11_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_11_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_11_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_11_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_11_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_1_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_1_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_1_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_1_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_1_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_1_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_2_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_2_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_2_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_2_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_2_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_2_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_3_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_3_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_3_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_3_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_3_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_3_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_4_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_4_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_4_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_4_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_4_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_4_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_5_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_5_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_5_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_5_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_5_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_5_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_6_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_6_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_6_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_6_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_6_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_6_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_7_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_7_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_7_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_7_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_7_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_7_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_8_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_8_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_8_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_8_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_8_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_8_self_attn_v_proj,768,768
lora_te1_text_model_encoder_layers_9_mlp_fc1,768,3072
lora_te1_text_model_encoder_layers_9_mlp_fc2,3072,768
lora_te1_text_model_encoder_layers_9_self_attn_k_proj,768,768
lora_te1_text_model_encoder_layers_9_self_attn_out_proj,768,768
lora_te1_text_model_encoder_layers_9_self_attn_q_proj,768,768
lora_te1_text_model_encoder_layers_9_self_attn_v_proj,768,768
lora_te2_text_model_encoder_layers_0_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_0_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_0_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_0_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_0_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_0_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_10_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_10_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_10_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_10_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_10_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_10_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_11_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_11_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_11_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_11_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_11_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_11_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_12_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_12_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_12_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_12_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_12_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_12_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_13_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_13_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_13_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_13_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_13_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_13_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_14_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_14_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_14_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_14_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_14_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_14_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_15_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_15_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_15_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_15_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_15_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_15_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_16_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_16_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_16_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_16_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_16_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_16_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_17_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_17_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_17_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_17_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_17_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_17_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_18_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_18_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_18_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_18_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_18_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_18_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_19_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_19_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_19_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_19_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_19_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_19_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_1_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_1_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_1_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_1_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_1_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_1_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_20_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_20_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_20_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_20_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_20_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_20_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_21_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_21_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_21_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_21_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_21_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_21_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_22_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_22_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_22_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_22_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_22_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_22_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_23_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_23_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_23_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_23_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_23_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_23_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_24_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_24_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_24_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_24_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_24_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_24_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_25_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_25_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_25_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_25_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_25_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_25_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_26_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_26_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_26_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_26_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_26_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_26_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_27_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_27_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_27_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_27_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_27_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_27_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_28_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_28_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_28_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_28_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_28_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_28_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_29_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_29_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_29_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_29_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_29_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_29_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_2_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_2_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_2_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_2_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_2_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_2_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_30_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_30_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_30_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_30_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_30_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_30_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_31_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_31_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_31_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_31_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_31_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_31_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_3_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_3_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_3_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_3_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_3_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_3_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_4_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_4_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_4_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_4_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_4_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_4_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_5_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_5_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_5_self_attn_k_proj,1280,1280
lora_te2_text_model_encoder_layers_5_self_attn_out_proj,1280,1280
lora_te2_text_model_encoder_layers_5_self_attn_q_proj,1280,1280
lora_te2_text_model_encoder_layers_5_self_attn_v_proj,1280,1280
lora_te2_text_model_encoder_layers_6_mlp_fc1,1280,5120
lora_te2_text_model_encoder_layers_6_mlp_fc2,5120,1280
lora_te2_text_model_encoder_layers_6_self_attn_k_proj,1280,1280
